Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive,Cannabis,Cannabis_User
1.4010935384048768,0.58489,2.1984506513344866,0.59042,-0.3035546621930035,0.1428010135870888,-0.2624815903810542,CL4,Y
-0.2602168981895522,-0.6646781346264097,-1.09207,-0.1973781139237241,1.2693746432085178,0.7311343888293056,1.345862535055191,CL4,Y
1.178521593737483,0.0838330087116691,1.724881106123631,0.7078515742164087,-0.8335055896812924,0.07987,0.2971647416149241,CL4,Y
1.4276884516493915,-0.6499671769199783,-0.1711165116454334,1.2861,0.3836620762933918,0.1033269615182383,0.5369495904529744,CL4,Y
0.5225114072064144,-1.5007449913377588,-1.7625,0.2821727384315802,0.3136149396537944,-0.6275841227185889,-1.175971741896967,CL4,Y
0.877945444892878,0.7497405572393779,0.4735237580975441,0.4501130107314205,-1.0449641717217286,-0.2210730305661722,-0.71126,CL4,Y
0.2193935204964028,-1.1963621164988134,-0.6667789195681879,-0.9546930646747924,-0.0782559981797756,0.40148,0.7101751620364382,CL4,Y
-0.2248550245537479,-1.425996014724666,-0.8334988459305276,-1.7881206212783876,1.5491754245327702,-0.52593,0.0181409164752816,CL4,Y
1.306175803449708,0.58489,1.8520944494294345,0.59042,-0.1803613933766756,0.3172720012364169,-0.3882428172231165,CL4,Y
2.1869964966689652,0.5709177399050762,0.63779,1.0049788061271074,-0.5761165462176585,0.2293137449795084,-1.37983,CL4,Y
-0.4728155327478224,-1.4215897099125177,-0.2271714759947015,-0.5486913313129524,-0.2185745756280408,0.7654,1.29221,CL4,Y
-0.0463866750148529,-1.120755163540871,-0.1685725604670582,1.838633769485529,1.4399209817913663,0.3860237693889919,0.52975,CL4,Y
-0.0547757708065285,-1.398038184169921,-0.5685612808013691,-2.011478484286283,-1.0070945192488268,0.4199868853592628,1.29221,CL4,Y
0.0838984971552976,-1.131383164621831,2.478787684701689,-1.4673518313157186,-1.219534045901771,0.8174476981140067,1.7110565463894427,CL4,Y
0.8048793095946211,0.5587294228247559,0.4359402032807077,0.3583839146543591,-0.984838054942508,-0.21575,-0.5823420249619254,CL4,Y
1.0550480538830855,-0.1262065082253282,1.4585978117012532,0.7560252040287683,-1.062852714202425,0.07987,0.5414190997898068,CL4,Y
-0.71727,-1.0891507180557471,-1.3478608016428664,-1.151529749238642,-1.1943,-0.2363967259599059,0.1654021990509721,CL4,Y
0.2019685443520962,-2.246732661212957,-1.283330507017642,-0.15487,0.7707502244237968,0.5059729007857351,0.7050746055898562,CL4,Y
0.8039804457949821,-0.3918612970211922,-0.5985646772588955,0.6632592852345117,-0.6303916652467025,1.2247,1.1028572814882978,CL4,Y
0.0906398173799752,0.7584507771219289,-1.0972586595312368,-0.3957275320662887,0.383865439263527,0.6619644916963399,0.9507987493062448,CL4,Y
0.0586112806052519,-0.7319871172295866,-1.09207,-0.4329021666754705,1.461994566916044,0.5412794442552226,1.6431343104926608,CL4,Y
-0.3401758650619318,-1.1309573461707063,-0.57545,-0.470477358696427,0.6636122127370155,0.7103492478147868,1.29221,CL4,Y
-0.4102007500499047,-1.0280596840312457,1.7873027059043782,-0.2138105564234456,-0.4999090868561632,0.7654,0.6040224821820821,CL4,Y
0.58331,0.0106088265951917,0.427160396720417,0.1116191214729513,-0.8450009415533801,-0.1337811977581549,-0.2827423189731304,CL4,Y
0.6700180900666108,-0.4671830978340787,-0.1578659212162087,-0.8263835317972609,0.5522239662560003,0.5338000028174475,-0.21712,CL4,Y
0.2293865256657412,0.3128991542258181,-1.203962616467131,-0.0065194998338456,0.41667,0.021026630494011,0.4626559787585965,CL4,Y
-0.5418044635475052,0.5303475914456047,-1.361428878648723,0.1990923143610272,0.0948617187376277,0.07987,0.52975,CL4,Y
-0.3170655385834072,-1.043732436893776,-0.3082219996966252,-0.30172,-1.4794526308347025,-0.1785842461551428,0.0178458136771582,CL4,Y
-0.9089025697040878,0.6071732462542924,0.96248,-0.472066405923549,0.0934456013121582,0.4482438485488846,1.2393860747926042,CL4,Y
-0.4985829756475585,-1.0920141439508817,-0.6190051964270041,-1.453749162792742,0.2072651682990506,0.6359747992778321,-1.253606776440389,CL4,Y
0.3035757391597875,0.3178867401719467,0.4640396776579704,1.0831203095658324,-0.3127173158870544,-0.6433950009405262,-0.8311750657018637,CL4,Y
1.2958241999643816,0.3127012603461104,1.998257983062184,0.6542122486608777,-0.611736198008082,0.07987,0.0622544385912383,CL4,Y
-0.8175185101962519,-0.3585750769855943,-0.9223552581517624,0.0790433290042786,-1.2836071177872352,-0.5834724221819348,-0.21712,CL4,Y
-0.3528195287889412,0.8159065001007717,0.3904298045066806,0.0328885847559131,0.4633599617336996,-0.5520985615277674,-0.9442668260790388,CL4,Y
1.8378660890193736,-0.2203850997620072,0.5406235487347444,1.214888970648066,0.0972157414047644,0.40148,-1.054816777250219,CL4,Y
0.58331,-0.00665,-0.2312425794263889,0.2449633024080622,-1.0839511975263203,-0.21575,-0.575884848545535,CL4,Y
0.7575891954382011,0.0133779188469955,0.47617,1.61108,-0.3180919515730931,0.6873067275557285,-0.605222932387304,CL4,Y
-1.0616812113217162,-1.38502,-2.1637017819493343,-0.2978462624241488,2.018688917205248,-0.972551845567261,0.4025872808163462,CL4,Y
-0.9506508292170956,-1.0003965149976648,-0.9534116007297204,-0.8872954176037248,1.8163160056439387,1.8766757612157072,2.83890273485991,CL4,Y
-0.4702713906681683,-1.090780164249609,-0.57545,-0.5706923670950135,0.860603495208635,0.3908497986181235,1.29221,CL4,Y
0.1348057505708787,-1.4016880213405285,-1.0885257950590603,-0.063593128884391,0.9270205597641392,1.687141615596111,1.4136455505880476,CL4,Y
0.58331,0.2567049700655012,0.3750575696242895,0.2894039670021165,-1.224944873734707,-0.4328581916761964,-0.6174147346164572,CL4,Y
-1.0143077380836558,-0.52745,-0.7557704874116403,-0.1529432333200877,1.0373091489016788,0.2775325927312646,-0.71126,CL4,Y
1.06238,-0.42031691634635,1.5454913611055012,0.6103218752010959,-0.765175976305335,0.2981333815090834,0.6416245889963412,CL4,Y
-0.17779,0.9032258529920024,0.47617,-0.9709244943289675,-0.2801478044998073,0.4698272258597458,-0.3854362247550595,CL4,Y
-0.1980516795793556,0.58489,-0.6464027135666234,-0.6029556533815015,-0.1486473220391343,0.926249083239691,0.7895271566684684,CL4,Y
-0.2372236425162735,-0.5145686516903906,1.354779564454384,0.1394736650031643,-0.46725,1.3389829895230942,0.7040476406896171,CL4,Y
-0.6846870183489034,-0.6415289473602922,-0.1744258470998662,-0.8745042809830247,0.31287,0.2904028724059148,-0.91658429288933,CL4,Y
-0.6247761814195425,-1.9929603666669171,-0.80615,-1.4607796349907811,1.523413011495935,-0.1311523149777469,-0.0743716594950797,CL4,Y
-0.3513086047032916,-0.875377322488321,-0.5387838508495277,-1.4242298991634406,0.31287,0.721970407541643,-1.33747485488617,CL4,Y
0.58331,0.7283244194094644,0.4701274684266153,0.5724311248762778,-2.001145590305162,-0.8216583186718039,-1.3342676661109591,CL4,Y
-0.2948728430466503,-1.066066181393068,-0.6254530632344518,-0.6963330051158201,0.8122003046656988,0.0422188291558066,0.97354286865814,CL4,Y
0.4925100154189687,-0.6445314736710754,0.044907020120857,-0.5208074678306471,0.6387882940794152,0.3910535811744268,-0.1929068865139271,CL4,Y
-0.280555579558736,-0.886849949797358,-1.026851383315034,-0.7467570547501492,1.710540277521624,1.0886757444920954,2.3319493896129533,CL4,Y
-0.2892890921562999,-0.9158524439893238,-0.7942235582152203,-0.6954786881908956,1.3909639413190036,0.04562896972084,1.533512212346012,CL4,Y
1.561086686765491,-0.4385048539794907,0.480366139048016,0.8042335778992104,0.2571375231769242,0.07987,0.52975,CL4,Y
-1.048652204323551,-0.5104378887923253,-0.1254505027228826,0.5029370570182969,0.4576056371652152,0.7392057314927128,-0.21712,CL4,Y
-1.1257196758735772,-1.7113820929916228,-0.9591751840179332,-1.3078002604829808,-0.500836941049448,0.0005397094216796,-0.4686856719255567,CL4,Y
0.4861253469365614,-2.489918017843383,-1.640383927266825,-0.15487,0.9573655656454748,-0.0318193292534094,0.836262382875534,CL4,Y
0.58331,0.0598993784523427,0.32197,0.377051164644666,-0.7386690234581763,-0.2933001022178513,-0.340663128215646,CL4,Y
0.6420296437119761,0.0907828561659549,0.386650113296569,1.32253801498483,-0.4402001205987924,0.0157261005399389,-0.71126,CL4,Y
-0.8834244178211185,-0.3432398973876297,0.00332,0.8525737974914013,-1.3099312612185523,0.8264333423085746,-0.21712,CL4,Y
-0.818022394351659,-0.5704342090938985,0.00332,0.8818539502204799,0.149072811946348,1.2247,-0.21712,CL4,Y
1.4881076253856234,-0.5627078261633286,0.1117262012867366,1.0838700735789035,0.3497173351742326,0.07987,0.52975,CL4,Y
0.0808197311163891,1.858361483398828,0.017837356993315,0.390275809883168,-1.06534467889602,-0.4176462848993069,-0.21712,CL4,Y
1.5989978178109592,-0.3739839480419814,0.6718670534858739,0.6589681328200143,0.2090442027308622,0.07987,0.52975,CL4,Y
-0.1855664520164536,-1.4460060726538946,-0.5431785307953569,-1.764599104484709,-0.8376525768271775,0.4881789005828562,1.29221,CL4,Y
0.618499120530387,-0.574696329082931,-0.5885282790688642,-0.9254639937030862,1.6600700692472588,-0.1756204536712423,-0.5246090481848457,CL4,Y
1.06238,-0.410389240296113,1.043473358437763,0.0512832274680195,0.7509864686466502,1.92173,1.86203,CL4,Y
0.58331,0.3784555171869797,0.3996002643966694,0.3624686198050263,-1.4253243577657255,-0.5332285819314375,-0.8024733379808787,CL4,Y
-1.0131607659742423,-0.52745,-0.7505565978915241,-0.1560573660230442,1.0323332655925626,0.276174927291042,-0.71126,CL4,Y
0.1786956437121876,-1.4612116283226384,-1.105090517025347,-1.107702001951602,1.7009252079663677,-0.9859157478621072,0.19268,CL4,Y
-0.7038760245157968,-0.4433783215021985,-0.3142938893410258,1.226064070447591,1.4851319413569224,0.07987,0.2263819059156492,CL4,Y
1.0367567988872382,-0.3844608089503202,0.7793826954938665,-0.8609186891548958,-1.6434868146917585,0.0640586765755428,-0.6848307754652552,CL4,Y
0.7299246542130338,-0.1126023056220281,0.47617,1.61108,-0.2603234587349832,0.7503124215457335,-0.6907736952698637,CL4,Y
0.4049841347647969,-0.182977467377096,-0.3722270272090159,0.5672010435881201,0.7192808017824315,0.5273148209176286,0.1300392604503727,CL4,Y
0.1945823187209308,-0.981872078317982,0.2224318708883977,-0.1480176601144049,-1.3721727399606958,-0.0250470724045894,0.047239852948377,CL4,Y
1.0477320441286788,-0.2461757805163591,0.9961074869910126,0.2810706344957366,0.2700544932665334,1.92173,1.819655988220541,CL4,Y
-0.31776,-0.5244673280812899,-0.9591402849531308,-1.47955,0.8992514132867386,0.3480032806802354,-1.37983,CL4,Y
1.5514498579105829,0.1694587631956706,0.7244366921918359,1.1970729041765202,0.2812697963207781,0.2350535626145702,-1.0338590313025815,CL4,Y
0.5826399687487873,-0.9622159866646331,-1.0917605737059628,-0.9833983860169052,2.0596119541294273,-0.8579525664686671,-0.2529856130862453,CL4,Y
-0.0662549064464623,-0.5173192842222086,0.1539822070200591,-0.3789427920048511,0.4344095795845903,0.4700413929841616,-0.21712,CL4,Y
-0.3543967238712358,-1.1265655423112486,-0.57545,-0.4814319513187975,0.6851455068425455,0.6754244759173412,1.29221,CL4,Y
0.3539958320278564,-1.0428753080625903,-0.2294449588709446,-0.60633,0.3852356187248799,0.40148,0.8328728916374328,CL4,Y
0.7160008945811439,-1.307704914521376,-0.9922513541329444,-0.5505434449351434,1.0337856332544864,1.92173,1.6077210732876843,CL4,Y
1.024240015701106,0.58489,0.8590282973707672,0.8075428533354295,-0.0162999729742532,0.6879840644427826,-0.6061426379527275,CL4,Y
0.0206748563469144,0.0160876481236265,1.004363781984606,0.42199311579154,-0.4786029514519633,1.92173,0.88113,CL4,Y
0.8363765030248742,0.0163721159141247,0.5481367216319462,1.5023797630051972,-0.1014542888304826,0.6154718814795235,-0.71126,CL4,Y
0.2240372431230567,-1.13788,-1.1573009124039086,-0.0667514893114459,1.0757214201409413,1.7905274767491643,1.7973756004784178,CL4,Y
1.1192066968778938,-0.5008432620669678,0.771850799614441,-0.91699,-1.6475247804366209,0.1272201701781903,-0.6488240557949713,CL4,Y
0.5910298720455545,0.0130488328816028,-0.4163972387308852,0.2917105374559497,-1.1906633320092292,-0.21575,-0.71126,CL4,Y
-0.7223871955232954,-2.177850983843084,-0.813970641068664,-1.2072684852275184,1.6059586521069928,0.076101353618172,-0.2140811667351918,CL4,Y
0.3957006102731574,-1.3993224568858549,-1.2079901191462263,-0.826049336487566,1.813812081746505,-1.1442494220902566,0.19268,CL4,Y
-1.3440991558758717,-0.7529604175627345,-1.6252962892622551,0.0922703355169834,1.658672866503857,0.0733398195416603,-0.3849184963332099,CL4,Y
0.7233750614422637,-1.3106681311368185,-0.9880720755321464,-0.5598480011760646,1.032057791084208,1.92173,1.603283724155414,CL4,Y
0.14143,-0.4535019184174262,0.00332,-1.6757243768168952,-1.1703791656015667,1.2247,0.7540417268018507,CL4,Y
-0.0142420539160832,-0.9913516549888204,0.162517946992149,-0.1837246316495678,-0.3618934898085917,0.7797981621326798,1.29221,CL4,Y
0.58331,-0.4079690568845074,-0.8886406090349395,0.7537799654719426,0.6718427334774285,-0.0231927631803393,0.19268,CL4,Y
-2.2612894635841334,-1.1824883727713775,2.228416347827043,-1.803145732774918,-1.5228945929615891,1.2247,1.6448202303689683,CL4,Y
2.1175435059549956,-0.27607,0.7829384960172473,0.8308725680930648,-0.3869305586010837,-0.6802421139221333,-1.37983,CL4,Y
-0.4241284930232276,-0.7109951179403504,-1.0687660045958678,-0.2779670403201917,1.3323759785012976,0.952169538436791,1.5521590587982426,CL4,Y
0.14143,-0.4203391250026999,0.00332,-1.563508069495571,-1.0995668789390534,1.2247,0.8546277060642908,CL4,Y
-0.71727,-1.9214345770258117,-0.7548016204663632,-1.111710197684478,1.5216503351044242,0.0140719594376519,0.1188212643324835,CL4,Y
1.5230693343522803,-0.3963406633297878,-0.5053410040841102,0.547133051745553,-0.3706168917196079,0.2074371217045069,-0.0545721735191475,CL4,Y
-1.6464079298177356,-0.2770610650720493,1.8038768075447909,-3.2497959035092343,-2.392928421037751,1.2247,0.6737735863748762,CL4,Y
1.0360952215188368,0.58489,0.8911846091629511,0.7400536773081827,0.0310586946077374,0.712047573289838,-0.6388166934091025,CL4,Y
-1.53557873243112,-0.9448068775144646,-1.960077388551834,0.0590159349761242,1.8008222858894796,-0.2058159403971975,-0.1072929086089465,CL4,Y
1.1493624096107278,-0.14277,1.567243985300547,0.76096,-0.9656591216131144,0.010923117229861,0.2403116298404367,CL4,Y
-0.4250253681701218,-1.533828373755884,-0.49670636818246,-1.3125984866953695,-0.5274287634185099,0.6130286674371705,1.29221,CL4,Y
-0.1133049774055589,-1.8144511304610809,-0.7909501642520989,-0.2166574828628443,0.4806446592099695,1.1120328940717876,0.52975,CL4,Y
-0.596355802304416,-2.1333057714741837,-0.745633679336684,-1.0856393804426523,1.576209902359865,0.0445020139288887,-0.1680915151480232,CL4,Y
-0.575897952049808,0.7172564205635907,0.96248,0.19121947538128,-0.55117038692747,0.6792655243152179,0.9784265494188288,CL4,Y
0.0805640255910314,-0.4919416149581587,0.1115791575997576,-0.5479476414262331,0.41667,0.435072106385637,-0.21712,CL4,Y
-0.7222885109334103,0.515939602423856,-1.3956797258272076,0.2925954300941791,0.0098524515192208,0.07987,0.52975,CL4,Y
0.8817029505536012,-0.3212972534379518,-0.3401357735008066,0.8340598298644741,0.6238074273168741,0.2888463096787121,0.3107280644152747,CL4,Y
-0.001546674683839,-0.8495291904888935,-0.9413105692621928,-0.6514539417269698,1.496084661033229,0.2213606793498184,1.695745808867219,CL4,Y
1.242017703161217,-0.5876969068545516,-0.5658666119034936,1.2861,-0.418348932399449,0.6732731821690419,0.7118818537691691,CL4,Y
0.2084915419317693,-0.5505553227162385,-0.2626418216956572,1.5523299439998597,1.3944485289662842,0.40148,0.4023417229974917,CL4,Y
0.1997184527605863,1.2655398793645418,-0.2771772102738038,-0.3246503760842,0.5977798055993391,-0.5003701308609365,-0.5655303877735516,CL4,Y
0.4800396222679874,-1.680521706153992,-1.363775370480787,-0.6102107772413468,1.636267047526379,-0.9407988058008734,0.3639141441175317,CL4,Y
0.0883551160613406,-0.8106646613109083,-0.1878202562203836,-1.976323418251283,-1.237394504013944,0.9528295130608976,0.7815543432759019,CL4,Y
1.3205095634027064,0.0246014423345304,1.014144858459075,-0.7820231899912736,-1.3005712057392171,0.2195940577058729,-0.318541599693272,CL4,Y
0.8093185515169039,-1.8851469127813352,0.7970119925843135,0.4002926332190567,-0.7251415516916848,1.6283896918852734,1.6131931556478385,CL4,Y
0.9557386821390405,0.58489,0.6732238268226709,1.1975064381056788,-0.2899461614054134,0.5489411434214932,-0.4173465591621694,CL4,Y
0.0914709452858448,-1.4737808691930523,-0.7426822058207315,-0.4128672119590541,0.3513824928435257,0.7542519761907311,0.52975,CL4,Y
1.1426393718902923,1.3403498663634648,0.0699548476345464,0.3994873511006286,-0.9853265327984037,0.1573642020512278,-0.5832648236303977,CL4,Y
-0.481985478294178,-2.0881076243315637,-0.6883925005993778,-0.9659944303975684,1.5500846037886449,0.0110481424759559,-0.1217164508038926,CL4,Y
0.5551050643574624,-0.8330837041081165,0.5892102624413762,-0.5263269322582519,0.7188312623567605,0.6708829675594572,1.3931876016936229,CL4,Y
0.8012467840511713,-0.2731606657565845,-0.3670596276276731,0.7683668344976865,0.6539097920003846,0.319215910989534,0.2788985767941225,CL4,Y
0.6279612906007037,0.1312121615210865,0.3711537203416566,1.2725897839442943,-0.4737324256394256,-0.1140466433930514,-0.71126,CL4,Y
-0.819900113330344,-0.9285297825862646,-0.9820574336780776,-0.7359815680985828,1.696139707991381,1.6470941420503782,2.5193670851018988,CL4,Y
1.2116431278966218,-0.5775098794404329,-0.6304452637839141,1.2861,-0.5495529262699541,0.7665128255533198,0.7404996799026279,CL4,Y
-0.0779319007432917,0.0039313817217124,-0.2084557882761137,-1.3694169292734435,-0.8599808696190216,1.2247,0.6976094583574944,CL4,Y
1.907335650085639,-0.27607,0.6516693229043352,1.242570451325952,0.0860508367091824,0.2980440642249479,-1.37983,CL4,Y
-0.8043108145392017,-1.5057525326491277,-1.031034891026518,-1.8446074198262947,0.8128448344128285,-0.0359142658077552,0.19268,CL4,Y
-0.5676002533664888,-1.8766662559340688,-0.80615,-1.6144847566826082,1.4737024900846896,-0.2615977532127484,0.0138695762076333,CL4,Y
-0.8277444906383353,-2.129765054827574,-0.80615,-1.2380061945972642,1.2376687856591464,0.07987,-0.3149057356859296,CL4,Y
1.897572475869404,-0.2411046590963197,0.63779,1.274494757189618,0.1066599336839317,0.394372634078061,-1.37983,CL4,Y
-0.5398895729880989,-1.4176228150922436,-0.5001335574654755,-0.6243205506422553,0.1968256374671343,0.7654,1.29221,CL4,Y
1.5067082290870015,0.58489,1.988663863167428,0.2042450648288016,-0.4911078669288739,0.1836491693339537,-0.0848831180838462,CL4,Y
0.0009070063354791,-1.0094833034585642,0.1810591416474863,-0.174463717627793,-0.3055587902007084,0.749605586942129,1.29221,CL4,Y
0.5938591802019988,0.0220975828369098,-0.4782561169124579,0.5446249982101815,0.7924294387180324,0.2822416342794005,0.1617988367256296,CL4,Y
1.012512411940752,-0.40581,0.8179490537724308,-0.8918624881084682,-1.629301379036582,0.0559589877506773,-0.6108817938179693,CL4,Y
0.516042122108615,-1.1680632216374665,-1.1599258520944151,-0.8751015740917059,1.9526425384627255,-1.015154209082166,-0.0360079324521946,CL4,Y
1.218453581985626,-0.4162177657510615,-1.1959416038937831,-0.0791447706586488,-0.5094436004516704,-0.1046499416219929,-0.21712,CL4,Y
-0.2601574254967813,-0.8803244362880226,-0.5317907471808543,-1.402128506939886,0.3367676645180388,0.7379478596230912,-1.2921214977532542,CL4,Y
0.0808797571141967,0.7822269312533795,0.0562845473778834,-0.356045444968808,0.0551482018220682,-0.21575,-0.6291263064763618,CL4,Y
1.5730653252543267,-0.40581,1.2159362369264797,-2.1194313103480966,0.5137422210067457,0.0157768919109014,0.52975,CL4,Y
0.44585,-0.7250874186222988,0.0309674602135538,0.1308179996448217,1.154072649314252,-0.2528133687616443,1.6942214592119562,CL4,Y
0.2965856726024138,-1.133731759605477,-0.6940265837699924,-0.6099701266968529,0.2247334607768391,0.4029970459993114,0.5266365790681862,CL4,Y
1.6357611512108363,-1.0364004297962266,1.8200032660866925,-0.4695037857202778,0.0176880951145446,1.92173,1.86203,CL4,Y
0.4585560513465542,-0.6533284922828416,-1.8605535423894868,-0.7256861409362685,-0.2854864858849908,0.0451673795605976,0.242801178197802,CL4,Y
0.4819881369748185,-1.697362764409084,-1.3712985423879345,-0.6016193668043955,1.6246617188807384,-0.9271185202020392,0.3736730190623734,CL4,Y
-0.01928,-1.0572033372329372,0.16767,-0.1673148999258917,-0.4618576563597218,0.7073043088444224,1.1990296062954326,CL4,Y
-0.17779,0.1721572054939255,0.47617,-1.0687909391889585,-0.1570452415165792,1.177421277072724,-0.6908532075965131,CL4,Y
-1.316001167369696,-0.1104408616837913,-0.8540179094200635,1.7679075752767148,-1.6273160135592408,-0.792774143340901,-0.173903190681701,CL4,Y
1.06238,-0.4282751102658882,1.0542583857669796,0.019784800243819,0.8093257964492501,1.92173,1.86203,CL4,Y
-0.095129307185692,0.352459075747784,-0.2869863557727094,0.7775271809944223,-0.1883885927471436,-0.1591289527951976,-0.2624494951084377,CL5,Y
0.29338,0.544416018571815,1.3950551434942458,0.6003536396211666,-1.32828,0.2536152142236246,-0.21712,CL5,Y
-1.6296045584379448,-1.585474693424876,-1.4476996716459811,-0.0372246365023104,0.8539570901348805,1.1054196433970631,1.1328937412895377,CL5,Y
1.3164588885819246,1.4650746784277413,0.648980612514618,1.3893609839605494,-1.1877773996283854,0.237282902232867,-0.71126,CL5,Y
0.5791496361602865,1.2933463212401746,0.6332581264172099,0.7635515279876255,-0.0451565202735219,0.0711770451002019,-0.2242106846057877,CL5,Y
1.6029873739416562,-0.466602145847439,1.74091,1.532416877864193,-0.92104,1.0254352593863023,-0.1179257497345871,CL5,Y
-0.0712497943806941,-0.3632728659204386,0.7442443091127853,-0.4035418140765165,0.4212027624813569,1.07411185692352,1.6752062776228178,CL5,Y
0.14143,-0.00665,0.2577754267795579,0.2620613040509298,-0.1657100550572572,0.40148,0.6135120995657952,CL5,Y
-1.2562373855236932,-0.0917187080569627,-1.1596351065079191,-1.018199829986363,0.8041922226582053,0.7654,0.3522656475183965,CL5,Y
0.9318180908573798,-0.9303254722639552,-0.7637697287057831,0.8461258886515683,0.9381748558948972,0.7654,1.0849858371625984,CL5,Y
1.0501750868901645,1.34133597776932,2.0364833758686283,-0.1552824739628107,-2.430611315012898,0.8036508361690173,-0.3988563572018918,CL5,Y
0.2533634590507025,0.1487338790494592,-0.6267050992245804,-0.30172,0.41667,0.40148,0.6279909490721498,CL5,Y
1.5705496912762975,-0.8584741012681429,0.9327750000359014,0.1497508225380766,0.3460365164520548,-0.0284659469048643,0.4062238596061748,CL5,Y
-0.7247598743425769,-0.1472139593071129,-1.3999176041922297,-1.5420937253166804,1.2395569463580745,0.9786186876044634,0.002440465533836,CL5,Y
2.1083921683162745,0.4018177770657899,0.448315605938215,1.2705665479598396,-0.6477075827731039,0.7654,0.2919563108679235,CL5,Y
-0.1693560197005946,0.4874648382408579,-0.2232515679357633,-0.977952256011267,0.1392639048395583,0.6038070435473808,1.3860579319633404,CL5,Y
-0.2848987249991961,-0.6939170439826534,-0.1901473312733725,-1.1611579141838375,1.166149118533732,1.0773657161584818,-0.0856643293745826,CL5,Y
0.0557825652094909,-1.4566401828399522,-0.3946747929304542,-0.2743297567477814,-0.2577057150409506,-0.84637,-0.1406847144381397,CL5,Y
-0.0314505642512659,-0.6261941515726092,0.1868392095477256,-1.0688736640862186,1.2012583807166963,1.2059719774838968,-0.2004103469908577,CL5,Y
0.6807839274478944,0.3519515652440729,-0.3136759984507012,1.6842529509360658,0.5839743308831685,-0.52593,-0.71126,CL5,Y
-0.5433224219266746,-0.0130541427691502,-0.6952880895805177,0.94156,0.1640046902189633,0.1006077263784446,0.0605458754829673,CL5,Y
0.303162008597046,0.424624557835179,1.747314394870756,1.09529335974247,-1.331970791936448,-0.2055114943508593,-0.21712,CL5,Y
-0.3598341662376848,-0.3987200470047267,-0.6877491449956251,0.3664414393428679,-1.4297193925380305,-0.059976228575032,-0.71126,CL5,Y
0.44585,0.9714165889571048,-1.0593911895544417,-0.5373371219169562,0.7329945527328032,-0.0759500126745767,0.7251989835649796,CL5,Y
-0.763415278607251,-0.4520835234163702,-0.3388216660015423,0.8169659736243742,0.4628128822287747,-0.1108559803008415,0.3122816075366867,CL5,Y
1.3703000403025885,1.0305825098407877,1.825040569802702,-0.3817960388562522,0.5892796734117646,1.0811580683145108,-0.553643210165228,CL5,Y
0.540826301479565,-0.1300152924590196,0.2153583070107895,-1.810723909405071,0.4771137769047582,-0.124385014137851,1.86203,CL5,Y
1.912769564698897,-1.3987164381892505,-0.1690910733185704,0.4972650991030516,0.2984693706459655,0.1636953850227722,0.3230368831775221,CL5,Y
0.0101487803388826,0.630522230223405,0.9525307907288516,0.59042,-0.0853042815501579,0.7654,0.1354877060186837,CL5,Y
-0.1970388065521146,-0.2390191072281864,0.9178283246452374,-0.3863325113047052,0.769380809891496,0.7654,1.141001596283156,CL5,Y
-0.1611457422612318,-2.1437607195605985,-1.6864078604293635,-0.8032600387369222,1.7609729275288,1.2247,1.1520044444102595,CL5,Y
-0.7178807543208601,-1.6682005924664371,-1.7825388399054438,0.4036654732157407,2.761090533736123,-0.3793982378163901,0.2309285198045653,CL5,Y
-0.2952825511837854,-0.52745,1.237278119666175,-0.1215318648119197,-0.8218426574935778,0.3316401085277219,0.161819444770555,CL5,Y
-0.0558917498028447,-0.7503819296941072,0.7173121238095762,-1.0824458047555758,-0.6921425448360701,0.7207613374824066,-0.166853667015526,CL5,Y
0.3869906271459951,1.2246625253530443,1.4108474329648053,0.2497706836189193,0.6017297628858943,1.741936947233705,0.3702599136004988,CL5,Y
-0.0731759288631222,0.6418921380002616,-0.7276432704452895,0.5481547441967394,0.0391962550342169,-0.4204638513988816,-0.21712,CL5,Y
0.915860231725924,-1.1830517054422716,-1.965453724385758,-0.1532163663763618,1.3946492748341337,0.1122670318223879,-0.3074378219925712,CL5,Y
-0.17779,-1.8594403216563888,0.3048905496215658,0.118427128364772,-0.026719174973308,0.7654,0.8031399483779569,CL5,Y
2.029286620147081,-0.2213654103709547,1.9225072082025296,1.61108,-0.7076001359521722,0.8374989491142315,0.4927924925699287,CL5,Y
0.9694893124012772,-0.431946199561334,-0.8866739260894558,-0.0860800471008154,0.1809778042018638,-0.3794158821725064,-0.21712,CL5,Y
0.946916740450158,-2.3764845481114096,-0.2567579046668392,-0.9768235475506464,-0.5763099174739649,0.7654,1.29221,CL5,Y
0.1249115444606791,-0.0601800332579074,0.4927819891995832,0.4230314425659868,-0.43497733188652,0.3061568660834948,0.4529835331426012,CL5,Y
1.4573575257554714,0.0198567215442647,0.987697485276265,-0.2585930521962951,-0.1297610119604898,0.880549587960326,0.2262460854719561,CL5,Y
0.188611354758872,-0.7853362655107952,-0.7215065061929429,0.0628439262686155,0.2390154000745482,-0.7288010309686459,0.19268,CL5,Y
0.6849443507605795,-0.0979914063043409,-1.3273595116185368,-2.100726784438015,0.22393,1.0689836169713316,0.5087905319807644,CL5,Y
-0.0189235445663877,-1.295823319686877,-0.4769671870305761,-0.2504385739681307,-0.1789551054087415,-0.84637,-0.0740139163237315,CL5,Y
0.1830710345956671,0.2526342939937117,-0.2311791890719675,-0.5870467258306729,0.0855751320974458,0.1473285561410487,0.88113,CL5,Y
