Oscore,Cscore,Escore,AScore,Nscore,SS,Impulsive,Ketamine,Ketamine_User
-0.2005422777807897,-0.4740533382576675,-0.9206963186418676,0.195082926242561,0.1023505702529494,-0.2686064504642862,-0.1901236971236456,CL6,Y
-0.1297141534837054,-1.7095340009452655,-0.9532322959457128,-0.7723526526923095,0.5322366154529666,0.501214175912488,-0.0550494761879929,CL6,Y
0.4638895543238647,-0.2591668516659087,-0.0409746948226086,-0.0983641112250304,-1.3776726191012751,-0.102276604383662,-0.71126,CL6,Y
0.5204719813702994,-0.5338299153076074,0.0045347417486724,-0.3412979567922776,-1.366899135174497,0.0869804166259322,-0.71126,CL6,Y
0.0404379457050008,0.7803950389051344,-0.4835380347028286,0.9638982815896197,-0.983854065735871,-0.9114370508419792,-0.5573568060430879,CL6,Y
0.0189870942297629,0.6687303328448917,-0.5224516736907147,0.8954621926820816,-0.8871655741191105,-0.8542154932677622,-0.5246675556047203,CL6,Y
0.71690185717849,-1.4873420620375486,0.1625239521878311,-1.1846598909705242,-1.329498227857073,0.7439994784317189,-0.71126,CL6,Y
0.6436503584318631,-1.1317638001580526,0.1036075251277982,-0.8701582123932036,-1.3434455589553231,0.4989877113348845,-0.71126,CL6,Y
0.6058179049171974,-1.5447240917878124,0.0132927841319852,-1.151561293231582,-1.0720387770060902,0.7290147841413623,-0.6208828511121761,CL6,Y
0.0666253773077571,0.9167165203983104,-0.4360318431380798,1.0474457994816306,-1.101892422577346,-0.9812937475287192,-0.59726419671186,CL6,Y
0.0213157084258009,-1.6756928956704205,-0.7547716745370863,-0.8502171427052272,0.2028240654212614,0.5479894238581814,-0.1712344004241716,CL6,Y
0.2538913316839601,-1.6235799158164237,-0.4491559364788131,-0.9701231140507072,-0.3044486564368058,0.6200200958490152,-0.3501512108203967,CL6,Y
-0.0572601957593976,0.2718168940306731,-0.6607706359877563,0.6522053540115702,-0.5434852560008323,-0.6508208308680308,-0.4084732515893422,CL6,Y
0.0374050186589284,0.7646068121537261,-0.4890400180755491,0.9542221311946252,-0.9701833197700552,-0.9033465184085432,-0.552734886401119,CL6,Y
-0.4009717339643083,-1.5174103507465504,-1.2842921185320122,-0.4443605988267716,1.0057749315806466,0.2660523102759824,0.115313534399408,CL6,Y
-0.106972112250231,0.0130361855330076,-0.7509522110153641,0.4936060955784941,-0.319411623006562,-0.5182110230527748,-0.3327165717290594,CL6,Y
-0.0858362808017544,0.1230610210859191,-0.7126100447081543,0.5610371549848036,-0.4146801797898836,-0.5745922439802551,-0.3649257587741493,CL6,Y
-0.1663764152426207,-0.2961992795493986,-0.8587165859466501,0.3040845669915998,-0.0516501097393828,-0.3597461365768604,-0.2421895294866318,CL6,Y
-0.4238811974880406,-1.6366680181323172,-1.3258518017920342,-0.5174501954958826,1.1090380339528707,0.3271648114524949,0.1502255839933567,CL6,Y
-0.3531056941549563,-1.2682385511212904,-1.1974591182163332,-0.2916503644649327,0.7900214826242455,0.1383664999498804,0.0423698116466295,CL6,Y
0.5708696203900123,-0.7784707102686115,0.0450697324875413,-0.5576777215648514,-1.3573032556361224,0.2555505456336593,-0.71126,CL6,Y
0.6751219390944068,-1.2845335064721215,0.1289202234110408,-1.0052798838294112,-1.3374532644194246,0.6042539205374018,-0.71126,CL6,Y
-0.2163417367721775,-0.5562991151314083,-0.9493578589124017,0.1446768534825229,0.1735657320380927,-0.2264603541491445,-0.1660466821689531,CL6,Y
0.4350049821600606,-1.582997967087995,-0.2111637462945404,-1.0634975093550558,-0.6994772202888393,0.6761125520047737,-0.4894791257946667,CL6,Y
-0.2208215206187207,-0.5796191100050443,-0.9574845615539906,0.1303846988814576,0.1937581026482482,-0.2145102360109003,-0.1592198773571042,CL6,Y
0.3840733115449568,-1.5944101739543577,-0.2780904511981668,-1.03723933426431,-0.5883897089677409,0.6603385753144069,-0.4502981835834935,CL6,Y
0.3053703312450262,-1.6120450695180564,-0.3815100145848693,-0.9966634683655338,-0.4167299516991465,0.6359635850240757,-0.3897532046786739,CL6,Y
-0.1216077004276958,-1.70771759637596,-0.9425800203587862,-0.7765319906393842,0.514555559937651,0.5037248141853494,-0.0612856444677532,CL6,Y
0.3143162126696568,0.4668937717880297,-0.161277037088354,0.5438216163787155,-1.4061518851261086,-0.6025698321855517,-0.71126,CL6,Y
-0.1157657595150895,-0.0327400876448378,-0.7669046227621208,0.4655511334370572,-0.279774758669008,-0.4947533904345862,-0.3193158105499772,CL6,Y
0.1639217353999699,-1.6437393103950009,-0.5673803840195418,-0.9237386663477852,-0.1082151847079493,0.5921557376317037,-0.2809389994361458,CL6,Y
-0.2522398251581619,-0.7431704611184387,-1.0144799942001312,0.0301487765327637,0.335374321406805,-0.1306998416233744,-0.1113410867820878,CL6,Y
0.6490724168961637,-1.5350320979331844,0.0701313273017858,-1.1738614560829383,-1.1663815706180287,0.742411078735066,-0.6541578745652218,CL6,Y
-0.1375015171059325,-1.7112789074744867,-0.9634652724184593,-0.7683378235100304,0.5492217022191783,0.4988023623832457,-0.0490587784477664,CL6,Y
0.2664973580906036,0.6990166018628358,-0.1997379028195258,0.7491294979932137,-1.41525675545593,-0.7625144375715254,-0.71126,CL6,Y
-0.4332430997756977,-1.6854024037264146,-1.342835075685954,-0.5473180997159731,1.1512362754493444,0.352138301729828,0.1644923168927023,CL6,Y
0.2940335794567392,0.5653499615942581,-0.1775904272676818,0.630904096608848,-1.4100137665320225,-0.6704112264219083,-0.71126,CL6,Y
0.0240596283099725,-1.67507806837407,-0.7511660296770355,-0.8516317895817855,0.1968392778123762,0.5488392394595633,-0.1733452553228116,CL6,Y
-0.4212357502155472,-1.6228968588651969,-1.3210527391421376,-0.5090102477880002,1.0971138310034294,0.320107906807601,0.1461941501590467,CL6,Y
0.1315101951113408,-1.6510017307743865,-0.609970732346459,-0.9070286725545088,-0.0375220912895766,0.5821176046814739,-0.2560053054950856,CL6,Y
0.0219857788086984,-1.6755427536913277,-0.753891169298612,-0.8505626021261485,0.2013625690606062,0.5481969504221657,-0.1717498751500672,CL6,Y
0.335916492749665,0.3620414455096779,-0.1439038590976623,0.4510818846443439,-1.402039119336389,-0.5303211699363981,-0.71126,CL6,Y
0.2747293160064186,0.6590569377241489,-0.1931169113530446,0.7137859947639247,-1.4136893630529996,-0.7349801674182684,-0.71126,CL6,Y
0.0781991141886405,0.976964847991008,-0.4150361162671264,1.0843702678220564,-1.1540603825612972,-1.0121674521013702,-0.6149015750622583,CL6,Y
0.185150421058615,1.0938918327315734,-0.2651655181476415,1.0983885395341506,-1.4307454851614898,-1.0346038436744995,-0.71126,CL6,Y
-0.0198002754827085,0.4668185232930486,-0.5928152069995506,0.7717162479023851,-0.7123337136864503,-0.7507476327160856,-0.4655589442826852,CL6,Y
0.1410778838050685,-1.64885790864393,-0.5973983217013428,-0.911961360642285,-0.0583902606082959,0.5850808002062402,-0.263365579628569,CL6,Y
-0.2669096494890401,-0.8195358037135279,-1.0410922827000295,-0.0166533470717404,0.4014977192809092,-0.0915671200844645,-0.0889855377731123,CL6,Y
0.2123604840470541,-1.6328856899809805,-0.5037295004445004,-0.9487115982738504,-0.2138653621658448,0.6071576349353247,-0.3182021755425296,CL6,Y
-0.305581705943559,-1.0208473377439535,-1.111246628112727,-0.1400314002373171,0.5758098117692648,0.0115931347650965,-0.0300526539261582,CL6,Y
-0.2391779873598917,-1.73406144922044,-1.0970731246280248,-0.7159178159529698,0.7709891389440298,0.4673122845520052,0.0291593490384161,CL6,Y
0.25814388250432,0.739566138465461,-0.2064566313574822,0.784994731316673,-1.4168472852309733,-0.7904551602845863,-0.71126,CL6,Y
-0.2706431056167203,-0.8389707096690078,-1.0478650844276145,-0.0285644423390427,0.4183260601940637,-0.0816078802376234,-0.0832960721358495,CL6,Y
-0.0199983310506969,0.4657875238099488,-0.5931744963676737,0.7710843779519017,-0.7114409894909934,-0.7502193064582854,-0.4652571246523475,CL6,Y
-0.1016328753332636,0.0408301554650358,-0.7412663886088501,0.5106402209030665,-0.3434779293945409,-0.5324537888002938,-0.3408531090096426,CL6,Y
0.5132601185875066,-0.4988220086149555,-0.0012657837679325,-0.3103341814475168,-1.3682722980419857,0.0628581628194422,-0.71126,CL6,Y
0.1947188610065686,1.0474446022474553,-0.2574695896831352,1.0573069169532028,-1.4289236220961423,-1.0025993056087714,-0.71126,CL6,Y
-0.3545801437111537,-1.759919491283454,-1.2487171993282309,-0.6564214359849734,1.0226937894164276,0.4315712436177806,0.1179364334033397,CL6,Y
-0.2909726359249835,-1.7456670226653466,-1.1651338247432683,-0.6892147266107068,0.883958899004103,0.4512710361640284,0.069004166767114,CL6,Y
-0.3932669002335958,-1.768587992887479,-1.2995534885405482,-0.6364762110553579,1.1070738117337964,0.4195896221975336,0.1476975536127761,CL6,Y
0.1992253765434837,-1.6358288599621005,-0.5209896737934612,-0.9419397027420704,-0.1852162645437847,0.6030895791051407,-0.3080975415923855,CL6,Y
0.2491532973033276,0.783208339836742,-0.213687789303526,0.8235953631874953,-1.4185591228139691,-0.8205268885771249,-0.71126,CL6,Y
0.086544710792534,-1.6610771004352478,-0.6690575768090277,-0.8838464060781906,0.0605525190265203,0.5681914072300679,-0.2214140576268069,CL6,Y
0.2153590064785943,0.9472529723496323,-0.240868651190159,0.9686894755615196,-1.4249936691567473,-0.9335621036161008,-0.71126,CL6,Y
0.2972403053448686,0.5497838361615337,-0.1750112468396746,0.617136177974958,-1.4094031951653152,-0.6596853629257443,-0.71126,CL6,Y
-0.3369978760769761,-1.1843875779780633,-1.1682381887677915,-0.2402605130474433,0.7174164098142009,0.0953978354841291,0.0178228839978787,CL6,Y
-0.0609694703682037,0.2525078675630203,-0.6674995704172655,0.6403714066643629,-0.5267659119071109,-0.6409260968137023,-0.4028206365044858,CL6,Y
0.3617126543710574,-1.5994205033280946,-0.3074734477905647,-1.025711142784915,-0.5396186844371589,0.6534132873593368,-0.4330964777302676,CL6,Y
-0.2745388584153128,-1.741984723100633,-1.143539037755947,-0.6976872742817296,0.8481150434402411,0.456360718482349,0.0563619172759546,CL6,Y
0.4299301028701022,-1.584135090052535,-0.2178323857591146,-1.060881120233105,-0.6884083567748809,0.674540818215965,-0.4855751000718274,CL6,Y
0.4262117035950342,-0.076270598309323,-0.0712791170150102,0.0634038730777972,-1.3848466082779765,-0.2283015587591742,-0.71126,CL6,Y
-0.3205251953958665,-1.098637273455014,-1.138355368035599,-0.1877066160173301,0.6431667395957659,0.051455876020007,-0.0072800628384112,CL6,Y
0.1486056161869909,1.2712880419466892,-0.2945586277424308,1.2552918476174633,-1.4377037386059486,-1.1568389838833943,-0.71126,CL6,Y
0.657567486505358,-1.5331286164539115,0.0812942640365119,-1.1782411479821504,-1.1849102410894243,0.7450420748987523,-0.6606929995163172,CL6,Y
0.1180431983005433,1.1843774975882138,-0.3427556146411944,1.2114875193618984,-1.3336553229802532,-1.1184541678353856,-0.6756205281315528,CL6,Y
0.3127469743682963,0.4745111862740121,-0.1625391807373421,0.5505590632338684,-1.406450673363013,-0.6078186237569335,-0.71126,CL6,Y
0.0970895444414505,1.0753010069992672,-0.3807672955616986,1.1446376733269286,-1.2392079213079177,-1.0625589176131562,-0.643688964044717,CL6,Y
0.0343181225308195,0.7485376435623682,-0.4946399058777185,0.9443737996206802,-0.956269311239951,-0.8951120198981175,-0.5480307225255981,CL6,Y
0.4719002913016585,-0.2980526626005129,-0.0345316321013693,-0.1327578133234954,-1.3761473479070745,-0.0754822744892502,-0.71126,CL6,Y
0.6741251757175539,-1.2796950063033758,0.1281185232712035,-1.0010003296833736,-1.337643051510221,0.6009199442977506,-0.71126,CL6,Y
0.6834121173225429,-1.527337636701855,0.1152553723048114,-1.191565526172723,-1.241280190942242,0.7530463794730561,-0.680574872117153,CL6,Y
-0.0380512200771919,0.3718112754074647,-0.6259239472263655,0.7134890363459372,-0.630068620132531,-0.7020620372700197,-0.4377460763751085,CL6,Y
-0.1023430223769579,-1.7034009798488812,-0.9172652916763392,-0.7864640286662913,0.4725372024949633,0.5096912507630187,-0.0761056617243435,CL6,Y
-0.4068940912114965,-1.5482398160456046,-1.295035769996869,-0.4632550920164073,1.032469619654322,0.2818505878681916,0.1243386968486608,CL6,Y
0.1582703388856273,1.224373434634484,-0.286785258737392,1.2137968398194767,-1.4358635429818711,-1.1245123990706452,-0.71126,CL6,Y
0.1083705533474155,1.1340255077493524,-0.3603026017245982,1.1806282319929358,-1.2900564266128058,-1.0926517510539686,-0.6608802501691975,CL6,Y
-0.1704503531052922,-0.3174065996629167,-0.8661070500235696,0.2910872100290841,-0.0332870667927278,-0.3488786393014381,-0.2359811990053477,CL6,Y
0.6430267573311519,-1.1287367085723354,0.1031059606629986,-0.8674808119810324,-1.343564294696894,0.4969018890614414,-0.71126,CL6,Y
-0.2690793252546491,-1.7407614111402987,-1.1363649443020607,-0.7005019743674544,0.8362072080115466,0.4580515828851171,0.0521619833117914,CL6,Y
0.3483441799202449,-1.6024159636002169,-0.3250402767159812,-1.0188189333092357,-0.5104605881295925,0.6492729557773144,-0.4228123182164915,CL6,Y
-0.3502577918019572,-1.2534134902372034,-1.192292785114578,-0.2825645107469663,0.7771847249271828,0.1307695330580998,0.0380298537037632,CL6,Y
0.1629636324119037,1.2015911955933969,-0.2830104269531494,1.193646416724715,-1.4349699241498706,-1.1088142610113196,-0.71126,CL6,Y
-0.0980505961808005,0.0594780934756682,-0.734767834560602,0.5220690061357915,-0.3596248486998956,-0.5420097541197222,-0.346312193955067,CL6,Y
-0.1814704158334573,-1.7211309732305209,-1.0212425546975492,-0.7456693536288905,0.6451226510037188,0.4851848160657409,-0.0152341883778462,CL6,Y
0.2115842538272252,0.9655764197843604,-0.2439046974562335,0.9848961889446288,-1.4257123947247354,-0.9461879042248288,-0.71126,CL6,Y
0.095783669389602,1.0685031344773115,-0.3831362621451268,1.1404714526408355,-1.233321763868016,-1.0590754099980697,-0.6416989229192926,CL6,Y
-0.2715876131876361,-0.8438874450442788,-1.049578500171431,-0.0315777681350679,0.4225833742898646,-0.0790883441525018,-0.0818567239327143,CL6,Y
0.3391930451677247,0.3461363673378218,-0.141268516956545,0.4370141692657041,-1.401415252764136,-0.5193617505160388,-0.71126,CL6,Y
-0.2884799058677154,-0.9318220847942248,-1.080222532171239,-0.0854703814441739,0.4987244217010189,-0.03402704207461,-0.0561143245442914,CL6,Y
0.1794588940206806,1.121519708286571,-0.2697432325060949,1.1228248287258582,-1.4318291710028852,-1.0536408752834665,-0.71126,CL6,Y
0.5398420111265028,-0.6278561349906846,0.0201141218952743,-0.4244622193214342,-1.3632110165282534,0.1517693329005529,-0.71126,CL6,Y
0.4553437982944375,-0.2176839451399874,-0.0478480751683421,-0.0616733313508386,-1.3792997597177363,-0.1308604671274236,-0.71126,CL6,Y
0.6015280879248478,-0.9272933935509492,0.0697284411446349,-0.6893083320956439,-1.3514657805674912,0.3580970523361844,-0.71126,CL6,Y
-0.0476444221642159,0.321872833921325,-0.6433268183050831,0.682883200876263,-0.5868278079605833,-0.6764715395605271,-0.4231268624995847,CL6,Y
-0.2298299877611406,-0.6265136510759612,-0.973826674528808,0.1016443824893109,0.2343632553521024,-0.1904795572361917,-0.14549174918353,CL6,Y
-0.3177592932874493,-1.7516690813331055,-1.200332801941567,-0.6754046801185178,0.9423835111770416,0.4429749778618868,0.089610725740619,CL6,Y
-0.0003638806417352,-1.680550618816519,-0.7832597143447692,-0.8390400805991599,0.2501096063605466,0.5412750685566957,-0.1545566296744877,CL6,Y
0.5877478704251031,-0.8604013043688664,0.0586449658152994,-0.6301436513862294,-1.3540895802079551,0.3120049518554878,-0.71126,CL6,Y
0.6946281056398056,-1.5248244817760208,0.1299937292298119,-1.1973480065330493,-1.2657434809565642,0.7565200675759447,-0.689203157519783,CL6,Y
0.6477144317567343,-1.1514916713106542,0.1068762729856351,-0.88760710974552,-1.342671745760516,0.5125812323409458,-0.71126,CL6,Y
0.1288136235658758,1.240444100482066,-0.3232171622396675,1.2458491288244018,-1.382202401597537,-1.1471849858232153,-0.6920337287559011,CL6,Y
-0.3045094534708417,-1.7487002034010228,-1.182921864724765,-0.682235726687912,0.9134841699056078,0.4470785672767661,0.0794178300061552,CL6,Y
0.1017777100326648,-1.6576638580180243,-0.6490406711660569,-0.891699884206315,0.0273276914270013,0.572909198184817,-0.233132567067442,CL6,Y
0.176884678266301,1.1340154958036452,-0.2718136829040354,1.1338770964558724,-1.432319310318244,-1.062251117553739,-0.71126,CL6,Y
0.022074251963865,0.6848008632542817,-0.5168513113133896,0.9053113588751576,-0.9010807618233336,-0.8624506896293862,-0.5293721181452471,CL6,Y
0.1426320791039669,1.3002848538836222,-0.2993631637296019,1.2809389329576997,-1.4388411201059883,-1.1768192832844029,-0.71126,CL6,Y
0.3454986840568866,0.3155274630203357,-0.1361968703685996,0.4099412212840742,-1.4002146379661051,-0.4982706362952636,-0.71126,CL6,Y
-0.3136430773452765,-1.062811670444423,-1.1258706301872283,-0.1657501336219324,0.6121459843493753,0.0330973733415007,-0.0177678181035971,CL6,Y
0.4894284592981903,-0.3831380958924235,-0.0204336675691252,-0.2080141336939829,-1.3728099259187678,-0.0168540213028515,-0.71126,CL6,Y
0.159426951118095,-1.644746452069816,-0.5732867502864535,-0.921421349219892,-0.098411571479315,0.5907636642590015,-0.2774812317824847,CL6,Y
-0.2307874156172406,-0.6314976443803155,-0.9755635287507594,0.0985898362416599,0.2386788068976917,-0.1879255554403085,-0.1440327115783866,CL6,Y
-0.3768090538219105,-1.391628929955719,-1.2404589954913516,-0.367272781199653,0.89686302665773,0.2015967713193276,0.0784916905975989,CL6,Y
-0.4330374396479397,-1.7774993366054823,-1.3518139214518636,-0.615972234359067,1.1938176823761817,0.4072723438889925,0.1782924111480107,CL6,Y
0.2762647486746528,0.6516036229286086,-0.1918819576885944,0.7071936907187553,-1.41339701152205,-0.7298444489996799,-0.71126,CL6,Y
0.2324073202820961,-1.6283938160768372,-0.4773869776732934,-0.9590468833630292,-0.2575896916511619,0.6133663126336639,-0.3336238949276603,CL6,Y
-0.2018036669593102,-0.4806196347988398,-0.9229845841297358,0.1910586318191959,0.108036210151843,-0.2652416118430536,-0.1882014486383348,CL6,Y
-0.2960816938334827,-0.9713940066691952,-1.0940128114477423,-0.1097228749958658,0.5329890481121873,-0.013748772549865,-0.0445298543017375,CL6,Y
-0.171167302636414,-1.7188223652906636,-1.0077037603049952,-0.7509811949064376,0.6226504408818756,0.4883757788880006,-0.0231602131457992,CL6,Y
-0.321928498106086,-1.7526032707536352,-1.2058113408783389,-0.6732552177349989,0.95147700019668,0.4416837392507771,0.0928180301760071,CL6,Y
0.3477739948664387,0.3044826233004738,-0.1343668302241165,0.4001722871170828,-1.3997814111549784,-0.490660171913215,-0.71126,CL6,Y
0.3857826952467878,-1.5940271541126032,-0.2758442374534015,-1.0381206188559573,-0.5921180606796704,0.6608679861572465,-0.4516131858842093,CL6,Y
0.3751261061393934,-1.5964149650348576,-0.289847516471276,-1.0326265406277613,-0.5688748811645475,0.6575675488036561,-0.4434152375950123,CL6,Y
0.2773593421034111,0.6462902350045084,-0.1910015725086421,0.7024941080945836,-1.4131885972611804,-0.7261832505966233,-0.71126,CL6,Y
0.1659227642537099,1.1872269440083032,-0.2806303872501826,1.1809415308547515,-1.4344064955201876,-1.098916550602127,-0.71126,CL6,Y
0.1518303064033315,1.255634713866778,-0.2919649985447623,1.2414468000309435,-1.4370897467708852,-1.1460530332644403,-0.71126,CL6,Y
-0.4444572899197218,-1.743779072250816,-1.363178554699354,-0.5830954820081582,1.201783598989433,0.3820528917271175,0.1815817769779882,CL6,Y
-0.1979978102618985,-0.4608078399190669,-0.916080441712188,0.2032007114757579,0.0908815277930994,-0.2753939849729297,-0.1940012465091954,CL6,Y
0.2717008165214876,-1.6195893629306726,-0.4257534028133781,-0.9793049171506648,-0.3432930792609233,0.6255358465656486,-0.3638517705664774,CL6,Y
-0.2617163786750482,-0.7925016759724883,-1.0316712550147047,-8.490718684628362e-05,0.3780893467908068,-0.1054205116491016,-0.0968996352824265,CL6,Y
0.2684253897320449,0.689657528647369,-0.1981871804791499,0.7408515897188608,-1.4148896517634295,-0.7560655532814975,-0.71126,CL6,Y
-0.3929423895888728,-1.7685152801222548,-1.299127065690185,-0.6366435147629536,1.1063660187341928,0.419690125936834,0.1474479126199667,CL6,Y
-0.3250062722008729,-1.121963998962486,-1.146484416211999,-0.2020028956304231,0.663364938142573,0.0634094432100162,-0.0004512876692058,CL6,Y
-0.398704075758437,-1.505605812950182,-1.28017839685187,-0.4371259368942107,0.995553591337758,0.2600031828212655,0.1118578185698561,CL6,Y
-0.1062663887723459,0.0167099047235401,-0.74967196959113,0.495857612481328,-0.3225926313993528,-0.5200935868599921,-0.3337920335369719,CL6,Y
0.0697266064966492,0.932860301273528,-0.4304059539646571,1.0573398587798672,-1.1158710365628086,-0.9895664804217644,-0.6019902029377432,CL6,Y
0.6911412218107029,-1.362294491602534,0.1418045864323799,-1.0740578800490697,-1.3344031392503346,0.6578352510644345,-0.71126,CL6,Y
-0.1744914455719147,-0.3384429395475397,-0.8734379298044652,0.278194641934591,-0.0150720725985518,-0.3380987592808939,-0.2298229220792072,CL6,Y
0.00251708122185,-1.6799050846652872,-0.7794739896246854,-0.8405253804161532,0.2438259152942306,0.5421673272384393,-0.1567729088368729,CL6,Y
0.2386220422125958,0.8343292785840117,-0.2221581132289087,0.8688107848543949,-1.4205643091124591,-0.8557518527577594,-0.71126,CL6,Y
-0.4413627824559929,-1.7793647875756045,-1.36275382887306,-0.6116800462862196,1.2119761602401955,0.4046939135762315,0.1846969679102585,CL6,Y
-0.1795164840063986,-1.720693157742753,-1.0186749927618803,-0.74667671669809,0.6408609132413867,0.4857899655674627,-0.0167373177485498,CL6,Y
0.1747526625839943,1.1443647506801449,-0.2735284702952387,1.143030800097595,-1.4327252532564303,-1.069382288092747,-0.71126,CL6,Y
-0.0663890972171967,0.2242954192251252,-0.677331226885272,0.6230808079526278,-0.5023372524779157,-0.6264688856336045,-0.3945615918901616,CL6,Y
0.3696761911638382,0.1981647318712349,-0.116750820003306,0.3061362930702123,-1.3956111595046288,-0.4174016596650308,-0.71126,CL6,Y
0.4249819360948241,-0.0703010468636513,-0.0722682231557259,0.0686838188767722,-1.385080760135519,-0.2324148876807696,-0.71126,CL6,Y
-0.3149135877833771,-1.0694254486797874,-1.1281754424029886,-0.1698035282109619,0.6178727378064629,0.0364865435227561,-0.0158316696041507,CL6,Y
0.2441463659830451,0.8075130430398019,-0.2177148810214221,0.8450923746028791,-1.4195124593341095,-0.8372740829895995,-0.71126,CL6,Y
-0.1926598848941811,-1.7236381860139136,-1.035946064023105,-0.7399005454547123,0.6695280996361382,0.4817193412048182,-0.0066263038268943,CL6,Y
0.5042275844500153,-1.5674873300399608,-0.1202018630464576,-1.0991857007930106,-0.8504592423331114,0.6975513876404629,-0.5427309973173225,CL6,Y
-0.320996122185591,-1.1010887333241568,-1.1392096686262403,-0.189209045311931,0.6452894152859572,0.0527121042141451,-0.006562410964069,CL6,Y
0.3118888154687255,-1.6105844794860082,-0.3729444076689813,-1.0000241179967948,-0.430947474534179,0.6379824156840436,-0.394767773228826,CL6,Y
0.1071194595428901,1.127512804880779,-0.3625721905428082,1.1766367835911318,-1.2844171925259784,-1.0893143760202066,-0.6589736909472835,CL6,Y
-0.4154343545206589,-1.7735550314897743,-1.3286826070952211,-0.6250476266606966,1.155423439761584,0.4127241708391559,0.164750631489485,CL6,Y
0.0724952733837552,0.947272893448916,-0.4253833606262561,1.0661729222813356,-1.1283506449090122,-0.9969520814953275,-0.606209412853839,CL6,Y
0.638406042845703,-1.5374221013575324,0.0561151903904004,-1.16836233315966,-1.1431170490781797,0.7391076109004019,-0.6459523988714808,CL6,Y
-0.448719473159186,-1.7659663238458894,-1.3709105116369231,-0.5966934108107935,1.220995147253321,0.3934225459299074,0.1880769772030186,CL6,Y
0.2426144286633431,0.8149493906745737,-0.2189470233652799,0.8516696715424004,-1.4198041453389731,-0.842398110159065,-0.71126,CL6,Y
0.2576997781086199,-1.622726561156881,-0.4441514517068393,-0.9720865849487692,-0.3127552921745649,0.6211996044809445,-0.3530809894331306,CL6,Y
-0.1676605384913354,-1.7180366082681302,-1.0030957007956591,-0.7527891314184615,0.6150018069972585,0.4894618539217671,-0.0258579122720437,CL6,Y
-0.2714285500109679,-0.8430594246326804,-1.0492899462629637,-0.031070298223538,0.4218664060780632,-0.0795126556411234,-0.0820991225164551,CL6,Y
0.2309774110219714,0.8714379346249526,-0.2283067158329478,0.901632629904584,-1.4220198725366076,-0.8813216312451204,-0.71126,CL6,Y
0.6161388204382909,-0.9982169781984992,0.0814799024956091,-0.7520387878453112,-1.3486838480822894,0.40696706118174,-0.71126,CL6,Y
-0.3186085860036479,-1.0886601578770407,-1.134878478269443,-0.1815919286391483,0.634527731891757,0.0463431943714151,-0.010200810506031,CL6,Y
-0.3189781054156646,-1.090583730774556,-1.1355488173939683,-0.1827708311812234,0.6361933196010491,0.047328911713867,-0.0096376947427619,CL6,Y
-0.1332228815723138,-0.1236150072454884,-0.7985733025013134,0.4098565071161826,-0.2010877750016619,-0.4481853688327061,-0.2927126598302723,CL6,Y
-0.1000258188499469,0.0491958602035595,-0.7383510537142369,0.5157673208924842,-0.350721644987565,-0.5367407176987238,-0.3433021247008091,CL6,Y
-0.1076502640968455,0.0095059934236718,-0.7521824351940449,0.4914425422985089,-0.3163548921717991,-0.5164020083859253,-0.331683126712911,CL6,Y
-0.3974727526607737,-1.4991960286148385,-1.277944673749772,-0.4331975643033667,0.9900034725863708,0.2567185474487845,0.1099813882026734,CL6,Y
0.5793116120252022,-1.5506633294780472,-0.0215377804469349,-1.1378957905814844,-1.0142256702267756,0.720805557128448,-0.6004919721661061,CL6,Y
0.2959746967810904,0.555927367707348,-0.1760291800684855,0.6225700056036169,-1.4096441712815972,-0.6639185731121566,-0.71126,CL6,Y
-0.374915634142679,-1.3817725309137443,-1.237024173804426,-0.3612320775167829,0.8883285452645922,0.1965459497557933,0.0756062820556219,CL6,Y
0.6585658452333618,-1.2041667265515232,0.1156041013786813,-0.9341971155710748,-1.340605600231316,0.5488770629641984,-0.71126,CL6,Y
0.6974949372749466,-1.3931367697799026,0.1469149011715245,-1.1013372424225163,-1.3331933705111256,0.6790871719146754,-0.71126,CL6,Y
0.2216538033417522,0.9166966975186102,-0.2358057248802308,0.9416630772810668,-1.4237951187168394,-0.9125072538267106,-0.71126,CL6,Y
0.4994737684447208,-1.5685525126856867,-0.1264486096603048,-1.096734838068331,-0.8400906527516425,0.6960790899138776,-0.5390739605868063,CL6,Y
-0.0630701143443514,0.2415727402369778,-0.6713103143135742,0.6336695814207038,-0.5172973787949398,-0.6353224908047368,-0.3996194359788373,CL6,Y
0.0760205552394369,-1.6634352371076804,-0.6828868316627477,-0.8784206048849834,0.0835068465604571,0.564931985687922,-0.2133179884115746,CL6,Y
0.0898320636233488,1.0375214128779486,-0.3939329728702719,1.12148364594085,-1.206495239760061,-1.0431991100569773,-0.6326291882456799,CL6,Y
0.2433511365134062,-1.6259416464693843,-0.4630062681739431,-0.9646890435217708,-0.281459344753237,0.6167557066993113,-0.3420428025768726,CL6,Y
-0.0138160849698505,-1.683564840355828,-0.8009365684219665,-0.8321047036060598,0.2794503266343107,0.5371088051111212,-0.144208058068111,CL6,Y
-0.0126481519131126,0.5040496689670271,-0.5798406565531367,0.7945341469984459,-0.7445715034356911,-0.7698263928803606,-0.4764581647076907,CL6,Y
0.3983075703886349,-1.5912207182669325,-0.2593859392580036,-1.0445779048725448,-0.6194361751713373,0.6647470477735498,-0.4612483775676594,CL6,Y
